iStep,time,X,Y,Z,Vx,Vy,Vz,Rx,Ry,Rz,Fx,Fy,Fz,Mx,My,Mz,Fcpx,Fcpy,Fcpz,Tcpx,Tcpy,Tcpz,SumUx,SumUy,SumUz,SumTx,SumTy,SumTz
69,0.0345,4,2,4,0,0,0,0,0,0,15.9416,222.113,126.647,-119.05,-47.4888,124.477,0,0,0,0,0,0,-1.69715,32.7536,19.7153,-22.5628,0.0811396,19.2147
70,0.035,4,2,4,0,0,0,0,0,0,14.1105,222.485,126.875,-119.248,-47.9243,123.495,0,0,0,0,0,0,-1.83638,32.7577,19.7268,-22.6929,0.0617628,19.2756
71,0.0355,4,2,4,0,0,0,0,0,0,12.2741,222.928,127.152,-119.527,-48.4016,122.564,0,0,0,0,0,0,-1.92866,32.8217,19.722,-22.7988,0.0554156,19.4603
72,0.036,4,2,4,0,0,0,0,0,0,10.4134,223.413,127.474,-119.87,-48.9254,121.637,0,0,0,0,0,0,-1.98416,32.9311,19.7143,-22.8926,0.0650586,19.7576
73,0.0365,4,2,4,0,0,0,0,0,0,8.52379,223.941,127.823,-120.247,-49.5007,120.695,0,0,0,0,0,0,-2.00922,33.0886,19.7128,-22.9897,0.0805181,20.1512
74,0.037,4,2,4,0,0,0,0,0,0,6.62176,224.49,128.2,-124.912,-50.1093,128.145,0,0,0,0,0,0,-2.09349,33.2712,19.7338,-23.1059,0.0559273,20.4779
75,0.0375,4,2,4,0,0,0,0,0,0,4.71139,225.023,128.58,-125.338,-50.7272,127.125,0,0,0,0,0,0,-2.22736,33.4029,19.7701,-23.2318,-0.0142457,20.6745
76,0.038,4,2,4,0,0,0,0,0,0,2.79045,225.512,128.94,-125.727,-51.3389,126.052,0,0,0,0,0,0,-2.39102,33.5221,19.8294,-23.3788,-0.104742,20.8051
77,0.0385,4,2,4,0,0,0,0,0,0,0.864828,225.925,129.262,-126.046,-51.9341,124.916,0,0,0,0,0,0,-2.48366,33.705,19.8672,-23.528,-0.139509,21.1132
78,0.039,4,2,4,0,0,0,0,0,0,-1.05757,226.232,129.565,-126.325,-52.5187,123.709,0,0,0,0,0,0,-2.5554,33.9249,19.9084,-23.7132,-0.166276,21.4891
79,0.0395,4,2,4,0,0,0,0,0,0,-2.9852,226.461,129.865,-126.593,-53.1069,122.434,0,0,0,0,0,0,-2.62273,34.1051,19.9694,-23.9174,-0.216828,21.8382
80,0.04,4,2,4,0,0,0,0,0,0,-4.91592,226.639,130.153,-126.838,-53.696,121.116,0,0,0,0,0,0,-2.70037,34.2284,20.0263,-24.0879,-0.279805,22.1041
81,0.0405,4,2,4,0,0,0,0,0,0,-6.86682,226.739,130.438,-127.077,-54.289,119.709,0,0,0,0,0,0,-2.81513,34.2976,20.0996,-24.2666,-0.376409,22.2653
82,0.041,4,2,4,0,0,0,0,0,0,-8.81366,226.762,130.709,-127.285,-54.8683,118.258,0,0,0,0,0,0,-2.94759,34.3609,20.2114,-24.5161,-0.490475,22.4018
83,0.0415,4,2,4,0,0,0,0,0,0,-10.7266,226.746,130.966,-127.476,-55.4224,116.835,0,0,0,0,0,0,-3.15212,34.4031,20.3466,-24.7851,-0.657127,22.3939
84,0.042,4,2,4,0,0,0,0,0,0,-12.5976,226.693,131.192,-127.623,-55.939,115.458,0,0,0,0,0,0,-3.41777,34.3427,20.4662,-24.9902,-0.859799,22.169
85,0.0425,4,2,4,0,0,0,0,0,0,-14.4541,226.6,131.367,-127.69,-56.4224,114.077,0,0,0,0,0,0,-3.68159,34.2046,20.5578,-25.1275,-1.04281,21.8708
86,0.043,4,2,4,0,0,0,0,0,0,-16.3132,226.474,131.488,-127.673,-56.8705,112.681,0,0,0,0,0,0,-3.96579,34.0364,20.6533,-25.2633,-1.22212,21.5074
87,0.0435,4,2,4,0,0,0,0,0,0,-18.1571,226.322,131.561,-127.595,-57.2784,111.307,0,0,0,0,0,0,-4.24052,33.84,20.7272,-25.3579,-1.38004,21.1347
88,0.044,4,2,4,0,0,0,0,0,0,-19.9785,226.16,131.604,-127.486,-57.6553,109.979,0,0,0,0,0,0,-4.42826,33.7258,20.7937,-25.4886,-1.48511,20.9841
89,0.0445,4,2,4,0,0,0,0,0,0,-21.7953,226.036,131.626,-127.364,-58.0206,108.694,0,0,0,0,0,0,-4.66357,33.5897,20.8383,-25.5636,-1.60998,20.7325
90,0.045,4,2,4,0,0,0,0,0,0,-23.6219,225.944,131.637,-127.24,-58.3868,107.428,0,0,0,0,0,0,-4.9086,33.4415,20.8459,-25.5775,-1.70838,20.4598
91,0.0455,4,2,4,0,0,0,0,0,0,-25.4459,225.889,131.663,-127.154,-58.7622,106.211,0,0,0,0,0,0,-5.16914,33.2982,20.868,-25.62,-1.82747,20.1538
92,0.046,4,2,4,0,0,0,0,0,0,-27.2584,225.851,131.702,-127.091,-59.1417,105.038,0,0,0,0,0,0,-5.37512,33.2057,20.8638,-25.6568,-1.89067,19.9853
93,0.0465,4,2,4,0,0,0,0,0,0,-29.0668,225.833,131.752,-127.045,-59.5281,103.902,0,0,0,0,0,0,-5.5561,33.1528,20.8373,-25.6676,-1.93917,19.8795
94,0.047,4,2,4,0,0,0,0,0,0,-30.8728,225.858,131.822,-127.039,-59.9351,102.821,0,0,0,0,0,0,-5.77526,33.1092,20.8075,-25.6569,-2.01521,19.7214
95,0.0475,4,2,4,0,0,0,0,0,0,-32.6658,225.962,131.921,-127.097,-60.3638,101.837,0,0,0,0,0,0,-5.9724,33.0968,20.8047,-25.6898,-2.1004,19.6491
96,0.048,4,2,4,0,0,0,0,0,0,-34.4482,226.106,132.048,-127.2,-60.8175,100.916,0,0,0,0,0,0,-6.16923,33.0591,20.8161,-25.7287,-2.19532,19.5546
97,0.0485,4,2,4,0,0,0,0,0,0,-36.2223,226.314,132.219,-127.381,-61.3018,100.073,0,0,0,0,0,0,-6.31413,33.0759,20.8159,-25.7663,-2.26943,19.5899
98,0.049,4,2,4,0,0,0,0,0,0,-38.0102,226.578,132.442,-127.644,-61.8309,99.2665,0,0,0,0,0,0,-6.3999,33.185,20.8068,-25.8338,-2.30912,19.8146
