iStep,time,X,Y,Z,Vx,Vy,Vz,Rx,Ry,Rz,Fx,Fy,Fz,Mx,My,Mz,Fcpx,Fcpy,Fcpz,Tcpx,Tcpy,Tcpz,SumUx,SumUy,SumUz,SumTx,SumTy,SumTz
783,0.19575,4,2,4,0,0,0,0,0,0,22.672,5.42676,2.34914,3.57167,-7.7625,9.47232,0,0,0,0,0,0,0.650641,4.86447,1.78031,-1.09766,3.06777,-7.75338
784,0.196,4,2,4,0,0,0,0,0,0,22.6806,5.57177,2.45909,3.4583,-7.59105,9.2246,0,0,0,0,0,0,0.679446,4.8803,1.76882,-1.09315,3.0458,-7.77176
785,0.19625,4,2,4,0,0,0,0,0,0,22.6871,5.71667,2.56675,3.34621,-7.42362,8.97668,0,0,0,0,0,0,0.706546,4.89921,1.75905,-1.08974,3.02819,-7.79735
786,0.1965,4,2,4,0,0,0,0,0,0,22.692,5.86139,2.67388,3.23376,-7.25676,8.72836,0,0,0,0,0,0,0.732211,4.91863,1.7501,-1.08714,3.01292,-7.82556
787,0.19675,4,2,4,0,0,0,0,0,0,22.6965,6.00533,2.78158,3.1201,-7.0885,8.48154,0,0,0,0,0,0,0.758094,4.93777,1.74176,-1.08495,2.99908,-7.85314
788,0.197,4,2,4,0,0,0,0,0,0,22.701,6.14908,2.89058,3.00463,-6.91753,8.23464,0,0,0,0,0,0,0.782524,4.95658,1.73353,-1.08358,2.98527,-7.88047
789,0.19725,4,2,4,0,0,0,0,0,0,22.7057,6.29295,3.00015,2.88813,-6.74543,7.98732,0,0,0,0,0,0,0.806601,4.97446,1.72507,-1.0822,2.97017,-7.90576
790,0.1975,4,2,4,0,0,0,0,0,0,22.7104,6.43652,3.10825,2.77287,-6.57614,7.74042,0,0,0,0,0,0,0.831052,4.99158,1.7167,-1.08081,2.95497,-7.93012
791,0.19775,4,2,4,0,0,0,0,0,0,22.715,6.57968,3.21358,2.66001,-6.41199,7.4937,0,0,0,0,0,0,0.856666,5.01091,1.70993,-1.08019,2.94425,-7.95965
792,0.198,4,2,4,0,0,0,0,0,0,22.7193,6.72232,3.31523,2.55044,-6.25457,7.24706,0,0,0,0,0,0,0.880484,5.02828,1.70136,-1.07846,2.93044,-7.98557
793,0.19825,4,2,4,0,0,0,0,0,0,22.7233,6.86437,3.41337,2.44406,-6.10325,7.00045,0,0,0,0,0,0,0.906393,5.04653,1.69214,-1.07546,2.91417,-8.0107
794,0.1985,4,2,4,0,0,0,0,0,0,22.7268,7.00565,3.50936,2.3398,-5.95532,6.75425,0,0,0,0,0,0,0.931142,5.06399,1.68203,-1.07207,2.89584,-8.03377
795,0.19875,4,2,4,0,0,0,0,0,0,22.7301,7.14587,3.60354,2.23732,-5.81041,6.50928,0,0,0,0,0,0,0.955557,5.07993,1.67162,-1.06845,2.87688,-8.05411
796,0.199,4,2,4,0,0,0,0,0,0,22.7333,7.28513,3.69586,2.13664,-5.66924,6.26557,0,0,0,0,0,0,0.979897,5.09455,1.66086,-1.06474,2.8572,-8.07208
797,0.19925,4,2,4,0,0,0,0,0,0,22.736,7.42361,3.78708,2.03727,-5.53043,6.0224,0,0,0,0,0,0,1.00352,5.10816,1.6492,-1.06005,2.83618,-8.08867
798,0.1995,4,2,4,0,0,0,0,0,0,22.7375,7.56132,3.87745,1.93895,-5.39299,5.77976,0,0,0,0,0,0,1.02649,5.12228,1.63785,-1.05513,2.81571,-8.10681
799,0.19975,4,2,4,0,0,0,0,0,0,22.7388,7.69792,3.96672,1.84202,-5.25736,5.53885,0,0,0,0,0,0,1.0502,5.13507,1.62541,-1.04887,2.79264,-8.12114
800,0.2,4,2,4,0,0,0,0,0,0,22.7392,7.83319,4.05429,1.74711,-5.12446,5.29995,0,0,0,0,0,0,1.07372,5.14776,1.6131,-1.04245,2.77012,-8.13452
801,0.20025,4,2,4,0,0,0,0,0,0,22.7387,7.96696,4.13968,1.65423,-4.99554,5.06336,0,0,0,0,0,0,1.09627,5.16032,1.60086,-1.03615,2.74724,-8.1483
802,0.2005,4,2,4,0,0,0,0,0,0,22.7381,8.09953,4.22235,1.56356,-4.87172,4.82888,0,0,0,0,0,0,1.11917,5.17521,1.59061,-1.03136,2.72891,-8.16803
803,0.20075,4,2,4,0,0,0,0,0,0,22.7383,8.23081,4.30216,1.47519,-4.75349,4.59685,0,0,0,0,0,0,1.14072,5.18988,1.58033,-1.02669,2.71106,-8.18861
804,0.201,4,2,4,0,0,0,0,0,0,22.7392,8.36128,4.37954,1.38851,-4.64003,4.36596,0,0,0,0,0,0,1.16174,5.20317,1.57035,-1.02255,2.69366,-8.20655
805,0.20125,4,2,4,0,0,0,0,0,0,22.7406,8.49142,4.45531,1.30265,-4.52967,4.1352,0,0,0,0,0,0,1.18311,5.21614,1.56076,-1.01887,2.67692,-8.22325
806,0.2015,4,2,4,0,0,0,0,0,0,22.7406,8.62143,4.53009,1.21763,-4.42087,3.90406,0,0,0,0,0,0,1.20487,5.22908,1.55075,-1.01432,2.65942,-8.24019
807,0.20175,4,2,4,0,0,0,0,0,0,22.7398,8.7515,4.60556,1.13213,-4.31044,3.67198,0,0,0,0,0,0,1.22581,5.2413,1.541,-1.01028,2.64207,-8.25522
808,0.202,4,2,4,0,0,0,0,0,0,22.7394,8.88192,4.68234,1.04573,-4.19684,3.4388,0,0,0,0,0,0,1.2462,5.25372,1.5321,-1.00708,2.6269,-8.27166
809,0.20225,4,2,4,0,0,0,0,0,0,22.7397,9.01217,4.75953,0.959269,-4.08198,3.20635,0,0,0,0,0,0,1.26741,5.26738,1.52409,-1.00474,2.61344,-8.29003
810,0.2025,4,2,4,0,0,0,0,0,0,22.7413,9.14234,4.83609,0.873576,-3.96795,2.97499,0,0,0,0,0,0,1.28858,5.28243,1.51681,-1.00289,2.6014,-8.31147
811,0.20275,4,2,4,0,0,0,0,0,0,22.7434,9.2729,4.91087,0.789871,-3.85684,2.74339,0,0,0,0,0,0,1.31032,5.29608,1.5087,-1.00002,2.58728,-8.32798
812,0.203,4,2,4,0,0,0,0,0,0,22.7455,9.40348,4.98286,0.708925,-3.75091,2.51161,0,0,0,0,0,0,1.33015,5.30819,1.50048,-0.997279,2.57268,-8.34168
813,0.20325,4,2,4,0,0,0,0,0,0,22.7472,9.53369,5.05219,0.630481,-3.64986,2.27997,0,0,0,0,0,0,1.34838,5.32202,1.49293,-0.995039,2.56002,-8.36077
814,0.2035,4,2,4,0,0,0,0,0,0,22.7487,9.66336,5.1194,0.553799,-3.55235,2.04857,0,0,0,0,0,0,1.36565,5.33535,1.48539,-0.992997,2.54698,-8.37878
815,0.20375,4,2,4,0,0,0,0,0,0,22.7503,9.79242,5.18464,0.478479,-3.45824,1.81779,0,0,0,0,0,0,1.38352,5.34822,1.47815,-0.991147,2.53445,-8.39552
816,0.204,4,2,4,0,0,0,0,0,0,22.7523,9.92081,5.24796,0.404168,-3.3676,1.58783,0,0,0,0,0,0,1.40177,5.36088,1.4706,-0.98864,2.52138,-8.41174
817,0.20425,4,2,4,0,0,0,0,0,0,22.7543,10.0489,5.30977,0.330347,-3.27944,1.35781,0,0,0,0,0,0,1.41933,5.37387,1.46246,-0.985362,2.50701,-8.42877
818,0.2045,4,2,4,0,0,0,0,0,0,22.7568,10.1769,5.37031,0.257021,-3.19296,1.12738,0,0,0,0,0,0,1.4377,5.38678,1.45402,-0.981666,2.49134,-8.44479
819,0.20475,4,2,4,0,0,0,0,0,0,22.7601,10.3046,5.42898,0.185051,-3.10914,0.897229,0,0,0,0,0,0,1.45582,5.398,1.44502,-0.977981,2.47502,-8.4573
820,0.205,4,2,4,0,0,0,0,0,0,22.7636,10.4317,5.48509,0.115406,-3.02917,0.667893,0,0,0,0,0,0,1.47428,5.4097,1.43595,-0.974161,2.45831,-8.47104
821,0.20525,4,2,4,0,0,0,0,0,0,22.7673,10.5578,5.53783,0.0487233,-2.9549,0.440483,0,0,0,0,0,0,1.49292,5.42125,1.42679,-0.970273,2.44144,-8.4841
822,0.2055,4,2,4,0,0,0,0,0,0,22.7712,10.6824,5.58639,-0.0145512,-2.8884,0.215856,0,0,0,0,0,0,1.51156,5.43468,1.4176,-0.966196,2.42516,-8.50141
823,0.20575,4,2,4,0,0,0,0,0,0,22.7746,10.8056,5.63081,-0.074708,-2.8298,-0.00641602,0,0,0,0,0,0,1.53017,5.44741,1.408,-0.961791,2.40793,-8.51737
824,0.206,4,2,4,0,0,0,0,0,0,22.7767,10.928,5.67206,-0.132426,-2.77713,-0.22806,0,0,0,0,0,0,1.54756,5.45709,1.39746,-0.95674,2.38848,-8.52722
825,0.20625,4,2,4,0,0,0,0,0,0,22.7775,11.0498,5.71124,-0.188703,-2.72811,-0.449797,0,0,0,0,0,0,1.56478,5.46821,1.38738,-0.95184,2.36985,-8.53989
826,0.2065,4,2,4,0,0,0,0,0,0,22.7775,11.1715,5.74914,-0.244046,-2.6812,-0.671937,0,0,0,0,0,0,1.58226,5.48163,1.37862,-0.947871,2.35348,-8.55731
827,0.20675,4,2,4,0,0,0,0,0,0,22.7765,11.293,5.78669,-0.299375,-2.63452,-0.894583,0,0,0,0,0,0,1.60018,5.49761,1.37151,-0.945037,2.34057,-8.58003
828,0.207,4,2,4,0,0,0,0,0,0,22.7751,11.4145,5.82464,-0.355382,-2.58665,-1.11778,0,0,0,0,0,0,1.61662,5.51193,1.36375,-0.941945,2.3266,-8.59941
829,0.20725,4,2,4,0,0,0,0,0,0,22.7738,11.536,5.86293,-0.411941,-2.53743,-1.3417,0,0,0,0,0,0,1.63258,5.52653,1.35655,-0.939748,2.31374,-8.6201
830,0.2075,4,2,4,0,0,0,0,0,0,22.7725,11.6574,5.90119,-0.468503,-2.48733,-1.56575,0,0,0,0,0,0,1.64852,5.53993,1.3493,-0.937437,2.3013,-8.63849
831,0.20775,4,2,4,0,0,0,0,0,0,22.7712,11.778,5.93844,-0.523832,-2.43785,-1.78899,0,0,0,0,0,0,1.66488,5.55296,1.34194,-0.934825,2.28886,-8.65637
832,0.208,4,2,4,0,0,0,0,0,0,22.769,11.8979,5.97378,-0.576693,-2.39056,-2.01124,0,0,0,0,0,0,1.68119,5.56553,1.33486,-0.932404,2.27671,-8.67218
833,0.20825,4,2,4,0,0,0,0,0,0,22.7661,12.0169,6.00668,-0.626773,-2.34697,-2.23266,0,0,0,0,0,0,1.69715,5.57837,1.32799,-0.930079,2.26524,-8.68852
834,0.2085,4,2,4,0,0,0,0,0,0,22.7627,12.1354,6.03666,-0.673802,-2.30826,-2.45374,0,0,0,0,0,0,1.71176,5.59104,1.3212,-0.927909,2.25403,-8.70565
835,0.20875,4,2,4,0,0,0,0,0,0,22.7591,12.253,6.06423,-0.718299,-2.27359,-2.67389,0,0,0,0,0,0,1.72654,5.60317,1.31437,-0.925695,2.24293,-8.72238
836,0.209,4,2,4,0,0,0,0,0,0,22.7548,12.3698,6.08975,-0.760855,-2.24257,-2.89321,0,0,0,0,0,0,1.74191,5.61451,1.30771,-0.92359,2.23188,-8.73757
837,0.20925,4,2,4,0,0,0,0,0,0,22.7499,12.4859,6.11352,-0.802035,-2.21479,-3.11199,0,0,0,0,0,0,1.75755,5.62621,1.30141,-0.921651,2.22153,-8.75334
838,0.2095,4,2,4,0,0,0,0,0,0,22.7445,12.6016,6.13606,-0.842773,-2.18955,-3.33012,0,0,0,0,0,0,1.77408,5.64122,1.2953,-0.919422,2.21158,-8.77551
839,0.20975,4,2,4,0,0,0,0,0,0,22.739,12.7171,6.15711,-0.882788,-2.16726,-3.54792,0,0,0,0,0,0,1.7919,5.65829,1.28955,-0.917032,2.20248,-8.80174
840,0.21,4,2,4,0,0,0,0,0,0,22.7337,12.8322,6.17625,-0.921313,-2.14855,-3.76531,0,0,0,0,0,0,1.80907,5.67344,1.2827,-0.913738,2.19124,-8.82379
841,0.21025,4,2,4,0,0,0,0,0,0,22.7287,12.9469,6.19338,-0.957824,-2.13327,-3.98211,0,0,0,0,0,0,1.8249,5.6849,1.27478,-0.909719,2.1779,-8.83804
842,0.2105,4,2,4,0,0,0,0,0,0,22.7234,13.0609,6.20846,-0.992258,-2.12139,-4.19846,0,0,0,0,0,0,1.8406,5.69481,1.26632,-0.905224,2.16304,-8.84864
843,0.21075,4,2,4,0,0,0,0,0,0,22.7181,13.1746,6.22128,-1.02452,-2.11334,-4.41441,0,0,0,0,0,0,1.85808,5.70663,1.25805,-0.900196,2.14842,-8.86325
844,0.211,4,2,4,0,0,0,0,0,0,22.7134,13.2877,6.23143,-1.05422,-2.1098,-4.62939,0,0,0,0,0,0,1.87539,5.71765,1.24944,-0.894876,2.13334,-8.8763
845,0.21125,4,2,4,0,0,0,0,0,0,22.7093,13.4002,6.23869,-1.08111,-2.11153,-4.84294,0,0,0,0,0,0,1.89178,5.72763,1.24067,-0.889906,2.11779,-8.887
846,0.2115,4,2,4,0,0,0,0,0,0,22.7057,13.5121,6.24273,-1.10494,-2.11939,-5.05497,0,0,0,0,0,0,1.90744,5.73567,1.23088,-0.884162,2.0999,-8.893
847,0.21175,4,2,4,0,0,0,0,0,0,22.7024,13.6236,6.244,-1.12615,-2.13259,-5.26611,0,0,0,0,0,0,1.92252,5.74414,1.22101,-0.87823,2.08231,-8.90057
848,0.212,4,2,4,0,0,0,0,0,0,22.6985,13.7349,6.24282,-1.1451,-2.15055,-5.47707,0,0,0,0,0,0,1.93829,5.75322,1.21109,-0.871908,2.06474,-8.9094
849,0.21225,4,2,4,0,0,0,0,0,0,22.6945,13.8464,6.24,-1.16252,-2.17197,-5.68802,0,0,0,0,0,0,1.95478,5.76116,1.20107,-0.865277,2.04667,-8.91514
850,0.2125,4,2,4,0,0,0,0,0,0,22.6904,13.9581,6.2365,-1.17928,-2.19515,-5.89935,0,0,0,0,0,0,1.97179,5.76975,1.19112,-0.858759,2.02852,-8.92171
851,0.21275,4,2,4,0,0,0,0,0,0,22.6858,14.0701,6.23284,-1.19572,-2.21889,-6.11139,0,0,0,0,0,0,1.98858,5.77863,1.18149,-0.852484,2.01097,-8.92892
852,0.213,4,2,4,0,0,0,0,0,0,22.6805,14.1822,6.2292,-1.21188,-2.24272,-6.32403,0,0,0,0,0,0,2.00455,5.78862,1.17212,-0.846772,1.99418,-8.93865
853,0.21325,4,2,4,0,0,0,0,0,0,22.675,14.2944,6.22531,-1.22737,-2.26686,-6.53734,0,0,0,0,0,0,2.02051,5.80022,1.16334,-0.841526,1.97876,-8.95173
854,0.2135,4,2,4,0,0,0,0,0,0,22.6687,14.4065,6.22104,-1.24192,-2.29136,-6.75068,0,0,0,0,0,0,2.03531,5.81136,1.15446,-0.836067,1.96352,-8.9642
855,0.21375,4,2,4,0,0,0,0,0,0,22.6621,14.5182,6.21607,-1.25498,-2.31667,-6.96374,0,0,0,0,0,0,2.0503,5.82141,1.14563,-0.830539,1.94828,-8.97437
856,0.214,4,2,4,0,0,0,0,0,0,22.6553,14.6296,6.21057,-1.2666,-2.34241,-7.17646,0,0,0,0,0,0,2.06602,5.83244,1.13783,-0.825526,1.93529,-8.98727
857,0.21425,4,2,4,0,0,0,0,0,0,22.6488,14.7408,6.20476,-1.27713,-2.36829,-7.38884,0,0,0,0,0,0,2.08077,5.84356,1.13064,-0.82109,1.92369,-9.00166
858,0.2145,4,2,4,0,0,0,0,0,0,22.6423,14.8515,6.19857,-1.28673,-2.39481,-7.60081,0,0,0,0,0,0,2.09423,5.85333,1.12315,-0.816371,1.91179,-9.01474
859,0.21475,4,2,4,0,0,0,0,0,0,22.6358,14.962,6.19184,-1.29539,-2.42249,-7.81253,0,0,0,0,0,0,2.1066,5.86197,1.11548,-0.811599,1.89948,-9.02579
860,0.215,4,2,4,0,0,0,0,0,0,22.6293,15.0721,6.18443,-1.30318,-2.4519,-8.02396,0,0,0,0,0,0,2.11881,5.87081,1.10837,-0.807435,1.88816,-9.03716
861,0.21525,4,2,4,0,0,0,0,0,0,22.6229,15.182,6.17628,-1.31011,-2.48325,-8.2348,0,0,0,0,0,0,2.131,5.88067,1.10134,-0.803332,1.87706,-9.05079
862,0.2155,4,2,4,0,0,0,0,0,0,22.6165,15.2916,6.16788,-1.31662,-2.51555,-8.44533,0,0,0,0,0,0,2.14173,5.89006,1.09404,-0.798952,1.86559,-9.06399
863,0.21575,4,2,4,0,0,0,0,0,0,22.6103,15.4012,6.15903,-1.32241,-2.54904,-8.65557,0,0,0,0,0,0,2.15228,5.89951,1.08673,-0.794485,1.85377,-9.07675
864,0.216,4,2,4,0,0,0,0,0,0,22.6047,15.5107,6.14896,-1.32652,-2.58513,-8.86532,0,0,0,0,0,0,2.16172,5.90617,1.07883,-0.7898,1.84053,-9.08343
865,0.21625,4,2,4,0,0,0,0,0,0,22.5999,15.6201,6.13709,-1.32842,-2.62502,-9.07421,0,0,0,0,0,0,2.17163,5.91187,1.07062,-0.784798,1.82645,-9.08738
866,0.2165,4,2,4,0,0,0,0,0,0,22.5959,15.7294,6.12357,-1.32835,-2.6683,-9.28244,0,0,0,0,0,0,2.18259,5.9186,1.06264,-0.779636,1.81272,-9.09356
867,0.21675,4,2,4,0,0,0,0,0,0,22.5928,15.8392,6.10867,-1.32682,-2.71425,-9.49077,0,0,0,0,0,0,2.19313,5.92577,1.05465,-0.774356,1.79893,-9.10038
868,0.217,4,2,4,0,0,0,0,0,0,22.5904,15.9497,6.09256,-1.32432,-2.7622,-9.69965,0,0,0,0,0,0,2.20301,5.93272,1.0466,-0.768978,1.78471,-9.10637
869,0.21725,4,2,4,0,0,0,0,0,0,22.5885,16.0603,6.0752,-1.32109,-2.81202,-9.90858,0,0,0,0,0,0,2.21338,5.93997,1.03861,-0.763615,1.7703,-9.11254
870,0.2175,4,2,4,0,0,0,0,0,0,22.5872,16.1709,6.05634,-1.317,-2.86405,-10.1171,0,0,0,0,0,0,2.22445,5.94897,1.03085,-0.758614,1.75642,-9.12231
871,0.21775,4,2,4,0,0,0,0,0,0,22.5865,16.2811,6.03577,-1.31187,-2.91861,-10.325,0,0,0,0,0,0,2.23639,5.95981,1.02324,-0.753878,1.74314,-9.13633
872,0.218,4,2,4,0,0,0,0,0,0,22.5862,16.3909,6.01347,-1.30561,-2.97574,-10.5322,0,0,0,0,0,0,2.24802,5.97026,1.01531,-0.748904,1.72929,-9.14924
873,0.21825,4,2,4,0,0,0,0,0,0,22.5863,16.5004,5.98917,-1.29794,-3.03584,-10.7388,0,0,0,0,0,0,2.25911,5.98089,1.00724,-0.743969,1.71525,-9.1627
874,0.2185,4,2,4,0,0,0,0,0,0,22.5867,16.6094,5.96286,-1.28885,-3.09902,-10.9447,0,0,0,0,0,0,2.27036,5.99101,0.999069,-0.739058,1.70079,-9.17477
875,0.21875,4,2,4,0,0,0,0,0,0,22.5875,16.7181,5.93456,-1.27829,-3.16526,-11.15,0,0,0,0,0,0,2.2815,6.00071,0.991028,-0.734255,1.68643,-9.18562
876,0.219,4,2,4,0,0,0,0,0,0,22.5887,16.8266,5.90417,-1.26609,-3.23476,-11.3549,0,0,0,0,0,0,2.29234,6.01018,0.983172,-0.729761,1.67251,-9.19601
877,0.21925,4,2,4,0,0,0,0,0,0,22.5901,16.9348,5.87148,-1.25202,-3.30797,-11.5596,0,0,0,0,0,0,2.30323,6.02036,0.975644,-0.725413,1.65935,-9.20819
878,0.2195,4,2,4,0,0,0,0,0,0,22.5912,17.0427,5.83638,-1.23594,-3.38509,-11.7641,0,0,0,0,0,0,2.31323,6.03025,0.968207,-0.721095,1.64645,-9.22019
879,0.21975,4,2,4,0,0,0,0,0,0,22.592,17.1502,5.79878,-1.21765,-3.46627,-11.968,0,0,0,0,0,0,2.32293,6.04019,0.960794,-0.716718,1.63345,-9.23198
880,0.22,4,2,4,0,0,0,0,0,0,22.5929,17.2573,5.75883,-1.19726,-3.55129,-12.1716,0,0,0,0,0,0,2.33216,6.05055,0.953562,-0.712407,1.62067,-9.24454
881,0.22025,4,2,4,0,0,0,0,0,0,22.5938,17.3639,5.7166,-1.17475,-3.63998,-12.3748,0,0,0,0,0,0,2.34062,6.06074,0.946437,-0.708264,1.60828,-9.25753
882,0.2205,4,2,4,0,0,0,0,0,0,22.5945,17.47,5.6721,-1.15008,-3.73228,-12.5775,0,0,0,0,0,0,2.34934,6.07092,0.939553,-0.704284,1.59652,-9.27141
883,0.22075,4,2,4,0,0,0,0,0,0,22.5952,17.5755,5.62546,-1.12342,-3.82787,-12.7795,0,0,0,0,0,0,2.35776,6.08016,0.932732,-0.70033,1.58485,-9.28327
884,0.221,4,2,4,0,0,0,0,0,0,22.5958,17.6804,5.57682,-1.09495,-3.92648,-12.9808,0,0,0,0,0,0,2.36668,6.08989,0.926009,-0.696255,1.57359,-9.29626
885,0.22125,4,2,4,0,0,0,0,0,0,22.5964,17.7848,5.52622,-1.06481,-4.02807,-13.1817,0,0,0,0,0,0,2.37578,6.09999,0.91932,-0.692217,1.56236,-9.30938
886,0.2215,4,2,4,0,0,0,0,0,0,22.5966,17.8888,5.47357,-1.03297,-4.13283,-13.3824,0,0,0,0,0,0,2.38439,6.11,0.912706,-0.688356,1.55125,-9.32196
887,0.22175,4,2,4,0,0,0,0,0,0,22.5965,17.9924,5.41894,-0.999475,-4.24074,-13.5828,0,0,0,0,0,0,2.39232,6.11953,0.905961,-0.684358,1.54024,-9.33376
888,0.222,4,2,4,0,0,0,0,0,0,22.5965,18.0957,5.36247,-0.964495,-4.35153,-13.7829,0,0,0,0,0,0,2.40055,6.12961,0.899342,-0.680486,1.52956,-9.34669
889,0.22225,4,2,4,0,0,0,0,0,0,22.5959,18.1986,5.30435,-0.92819,-4.46497,-13.9827,0,0,0,0,0,0,2.40896,6.13963,0.892581,-0.676455,1.51873,-9.35952
890,0.2225,4,2,4,0,0,0,0,0,0,22.5949,18.3013,5.24472,-0.890674,-4.58091,-14.1822,0,0,0,0,0,0,2.41674,6.14817,0.885531,-0.672197,1.5073,-9.36953
891,0.22275,4,2,4,0,0,0,0,0,0,22.5936,18.4037,5.1834,-0.851715,-4.69991,-14.3814,0,0,0,0,0,0,2.42434,6.1558,0.878267,-0.667668,1.49541,-9.37762
892,0.223,4,2,4,0,0,0,0,0,0,22.5922,18.5058,5.12022,-0.811008,-4.82229,-14.5805,0,0,0,0,0,0,2.43227,6.16355,0.870839,-0.662952,1.48307,-9.38569
893,0.22325,4,2,4,0,0,0,0,0,0,22.5903,18.6078,5.05502,-0.768232,-4.94825,-14.7794,0,0,0,0,0,0,2.44043,6.17189,0.863335,-0.658034,1.47059,-9.39531
894,0.2235,4,2,4,0,0,0,0,0,0,22.5881,18.7094,4.98794,-0.723378,-5.07764,-14.9778,0,0,0,0,0,0,2.44869,6.18028,0.855736,-0.652901,1.45786,-9.40502
895,0.22375,4,2,4,0,0,0,0,0,0,22.586,18.8108,4.91921,-0.676671,-5.21003,-15.176,0,0,0,0,0,0,2.45759,6.18924,0.848351,-0.647963,1.44569,-9.41589
896,0.224,4,2,4,0,0,0,0,0,0,22.5838,18.9121,4.8491,-0.628385,-5.34493,-15.3741,0,0,0,0,0,0,2.46647,6.19805,0.840856,-0.642926,1.43331,-9.42634
897,0.22425,4,2,4,0,0,0,0,0,0,22.5817,19.0136,4.77772,-0.578631,-5.4821,-15.5723,0,0,0,0,0,0,2.47562,6.20686,0.833301,-0.637791,1.42082,-9.43699
898,0.2245,4,2,4,0,0,0,0,0,0,22.5793,19.1152,4.70543,-0.527622,-5.621,-15.7706,0,0,0,0,0,0,2.48474,6.21538,0.825644,-0.63257,1.40793,-9.44659
899,0.22475,4,2,4,0,0,0,0,0,0,22.5766,19.2169,4.63247,-0.475556,-5.76131,-15.9692,0,0,0,0,0,0,2.49435,6.22503,0.818194,-0.627466,1.39549,-9.45864
900,0.225,4,2,4,0,0,0,0,0,0,22.5735,19.3186,4.55889,-0.422579,-5.90295,-16.168,0,0,0,0,0,0,2.50435,6.23505,0.810795,-0.622314,1.38302,-9.47105
901,0.22525,4,2,4,0,0,0,0,0,0,22.57,19.4203,4.48449,-0.368411,-6.04611,-16.3668,0,0,0,0,0,0,2.51426,6.2449,0.803358,-0.617047,1.37045,-9.48321
902,0.2255,4,2,4,0,0,0,0,0,0,22.5663,19.5219,4.4091,-0.312844,-6.19097,-16.5657,0,0,0,0,0,0,2.52428,6.25382,0.795687,-0.611527,1.35731,-9.49328
903,0.22575,4,2,4,0,0,0,0,0,0,22.5623,19.6235,4.33262,-0.255832,-6.33766,-16.7645,0,0,0,0,0,0,2.53409,6.26169,0.787893,-0.605803,1.34385,-9.50148
904,0.226,4,2,4,0,0,0,0,0,0,22.5585,19.7249,4.25503,-0.197395,-6.48622,-16.9632,0,0,0,0,0,0,2.54386,6.26988,0.780184,-0.600148,1.3307,-9.51049
905,0.22625,4,2,4,0,0,0,0,0,0,22.555,19.8262,4.17626,-0.137451,-6.63676,-17.1614,0,0,0,0,0,0,2.55411,6.27865,0.772614,-0.594678,1.31781,-9.52075
906,0.2265,4,2,4,0,0,0,0,0,0,22.5514,19.9274,4.09627,-0.0759242,-6.78931,-17.3596,0,0,0,0,0,0,2.56419,6.28669,0.764645,-0.588817,1.30418,-9.52959
907,0.22675,4,2,4,0,0,0,0,0,0,22.548,20.0286,4.01495,-0.0126781,-6.94407,-17.5577,0,0,0,0,0,0,2.57413,6.29351,0.756513,-0.582709,1.29019,-9.53612
908,0.227,4,2,4,0,0,0,0,0,0,22.5449,20.1298,3.93234,0.0523313,-7.10108,-17.7558,0,0,0,0,0,0,2.58421,6.30054,0.748468,-0.576586,1.27635,-9.54301
909,0.22725,4,2,4,0,0,0,0,0,0,22.5419,20.2311,3.84842,0.11915,-7.26049,-17.9536,0,0,0,0,0,0,2.59406,6.30719,0.740356,-0.570272,1.26232,-9.54902
910,0.2275,4,2,4,0,0,0,0,0,0,22.5392,20.3324,3.76338,0.187733,-7.42219,-18.1511,0,0,0,0,0,0,2.60361,6.31404,0.732381,-0.564021,1.24861,-9.55578
911,0.22775,4,2,4,0,0,0,0,0,0,22.5367,20.4339,3.67763,0.257913,-7.58561,-18.3489,0,0,0,0,0,0,2.61314,6.3208,0.724424,-0.557721,1.23494,-9.56286
912,0.228,4,2,4,0,0,0,0,0,0,22.5342,20.5358,3.59156,0.329458,-7.7502,-18.5469,0,0,0,0,0,0,2.62228,6.32756,0.716584,-0.551445,1.22143,-9.57046
913,0.22825,4,2,4,0,0,0,0,0,0,22.5321,20.6378,3.50525,0.402227,-7.91576,-18.7449,0,0,0,0,0,0,2.63114,6.33486,0.70873,-0.545023,1.20791,-9.57958
914,0.2285,4,2,4,0,0,0,0,0,0,22.5304,20.7399,3.41863,0.476102,-8.08237,-18.9429,0,0,0,0,0,0,2.63961,6.34151,0.700756,-0.538411,1.19405,-9.58762
915,0.22875,4,2,4,0,0,0,0,0,0,22.5293,20.8422,3.33157,0.551085,-8.25011,-19.1409,0,0,0,0,0,0,2.64762,6.34769,0.692616,-0.531587,1.17988,-9.5946
916,0.229,4,2,4,0,0,0,0,0,0,22.529,20.9446,3.24389,0.627327,-8.41915,-19.3388,0,0,0,0,0,0,2.65467,6.353,0.684307,-0.524598,1.16542,-9.60024
917,0.22925,4,2,4,0,0,0,0,0,0,22.5294,21.047,3.1555,0.704881,-8.58958,-19.5364,0,0,0,0,0,0,2.66085,6.3576,0.676015,-0.517671,1.15096,-9.60458
918,0.2295,4,2,4,0,0,0,0,0,0,22.5305,21.1496,3.06658,0.783559,-8.76099,-19.7337,0,0,0,0,0,0,2.66641,6.36128,0.667622,-0.510641,1.13633,-9.60734
919,0.22975,4,2,4,0,0,0,0,0,0,22.5324,21.2522,2.97726,0.863235,-8.93315,-19.9308,0,0,0,0,0,0,2.67103,6.36443,0.659261,-0.503713,1.12171,-9.60913
