iStep,time,X,Y,Z,Vx,Vy,Vz,Rx,Ry,Rz,Fx,Fy,Fz,Mx,My,Mz,Fcpx,Fcpy,Fcpz,Tcpx,Tcpy,Tcpz,SumUx,SumUy,SumUz,SumTx,SumTy,SumTz
0,0,4,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.0005,4,2,4,0,0,0,0,0,0,-1.42109e-14,1237.48,0,580.418,0,2005.19,0,0,0,0,0,0,-0.2703,677.578,-0.315199,446.333,0.508405,941.739
2,0.001,4,2,4,0,0,0,0,0,0,-6.38915,565.25,4.04015,5.27867,-1.8869,1230.69,0,0,0,0,0,0,-2.79566,266.539,2.1485,160.756,-0.790571,407.539
3,0.0015,4,2,4,0,0,0,0,0,0,-10.6382,279.144,5.56443,-230.151,-2.8864,851.763,0,0,0,0,0,0,-3.50951,98.341,3.07498,39.2846,-1.48017,174.368
4,0.002,4,2,4,0,0,0,0,0,0,-13.5102,166.673,5.75748,-292.455,-3.14289,665.696,0,0,0,0,0,0,-3.78694,36.3942,3.37591,-2.65458,-1.77947,83.1208
5,0.0025,4,2,4,0,0,0,0,0,0,-15.5219,120.779,5.59271,-283.639,-3.23108,554.834,0,0,0,0,0,0,-4.00285,14.1707,3.35418,-14.0468,-1.75167,46.8727
6,0.003,4,2,4,0,0,0,0,0,0,-16.9208,100.318,5.48205,-249.411,-3.43893,475.027,0,0,0,0,0,0,-4.16818,6.44225,3.2793,-14.9457,-1.68388,31.4006
7,0.0035,4,2,4,0,0,0,0,0,0,-17.8421,89.7795,5.55626,-209.109,-3.85377,411.14,0,0,0,0,0,0,-4.30123,3.86185,3.22174,-12.681,-1.63047,23.7433
8,0.004,4,2,4,0,0,0,0,0,0,-18.4251,83.3275,5.82772,-170.564,-4.45435,358.015,0,0,0,0,0,0,-4.41501,3.08162,3.176,-9.85827,-1.58915,19.3087
9,0.0045,4,2,4,0,0,0,0,0,0,-18.7886,78.7185,6.25301,-136.619,-5.17241,313.597,0,0,0,0,0,0,-4.48998,2.8961,3.15416,-7.27608,-1.57522,16.3402
10,0.005,4,2,4,0,0,0,0,0,0,-18.9995,75.048,6.77764,-107.994,-5.94707,276.644,0,0,0,0,0,0,-4.49605,2.88657,3.14243,-5.11088,-1.5889,14.1167
11,0.0055,4,2,4,0,0,0,0,0,0,-19.1094,71.9395,7.3611,-84.4773,-6.73649,246.129,0,0,0,0,0,0,-4.48067,2.91672,3.13035,-3.37338,-1.60702,12.3783
12,0.006,4,2,4,0,0,0,0,0,0,-19.1603,69.2155,7.98483,-65.4925,-7.52361,221.07,0,0,0,0,0,0,-4.48,2.92167,3.12817,-2.01104,-1.62102,10.9894
13,0.0065,4,2,4,0,0,0,0,0,0,-19.1857,66.7562,8.62985,-50.3636,-8.29052,200.531,0,0,0,0,0,0,-4.45531,2.91575,3.12355,-0.962038,-1.63701,9.86883
14,0.007,4,2,4,0,0,0,0,0,0,-19.2013,64.4815,9.28118,-38.4324,-9.0291,183.689,0,0,0,0,0,0,-4.43248,2.90319,3.12078,-0.172247,-1.64982,8.98157
15,0.0075,4,2,4,0,0,0,0,0,0,-19.2171,62.3757,9.92116,-29.0867,-9.72706,169.857,0,0,0,0,0,0,-4.42181,2.84394,3.12627,0.404715,-1.66321,8.24102
16,0.008,4,2,4,0,0,0,0,0,0,-19.247,60.4414,10.543,-21.7928,-10.3818,158.484,0,0,0,0,0,0,-4.41317,2.77074,3.14457,0.826673,-1.68707,7.63293
17,0.0085,4,2,4,0,0,0,0,0,0,-19.292,58.6762,11.1354,-16.1093,-10.9877,149.106,0,0,0,0,0,0,-4.39659,2.68265,3.16734,1.13539,-1.71594,7.12244
18,0.009,4,2,4,0,0,0,0,0,0,-19.3525,57.0801,11.6919,-11.6802,-11.5438,141.337,0,0,0,0,0,0,-4.3901,2.57787,3.20553,1.37687,-1.75365,6.713
19,0.0095,4,2,4,0,0,0,0,0,0,-19.4297,55.6244,12.2039,-8.23777,-12.0442,134.84,0,0,0,0,0,0,-4.38307,2.4945,3.2425,1.57073,-1.78903,6.39389
20,0.01,4,2,4,0,0,0,0,0,0,-19.526,54.2794,12.6682,-5.57015,-12.4863,129.347,0,0,0,0,0,0,-4.36764,2.41548,3.25517,1.71201,-1.80163,6.13083
