iStep,time,X,Y,Z,Vx,Vy,Vz,Rx,Ry,Rz,Fx,Fy,Fz,Mx,My,Mz,Fcpx,Fcpy,Fcpz,Tcpx,Tcpy,Tcpz,SumUx,SumUy,SumUz,SumTx,SumTy,SumTz
50,0.025,4,2,4,0,0,0,0,0,0,-39.5386,41.0865,27.1014,-1.76368,-26.6994,112.987,0,0,0,0,0,0,-7.75745,3.89642,5.12641,5.90738,-1.91837,11.6433
51,0.0255,4,2,4,0,0,0,0,0,0,-39.8694,40.2831,27.214,-1.84381,-26.7332,111.786,0,0,0,0,0,0,-7.80509,3.80652,5.15736,5.88946,-1.91609,11.5698
52,0.026,4,2,4,0,0,0,0,0,0,-40.2044,39.4823,27.3198,-1.92862,-26.7618,110.616,0,0,0,0,0,0,-7.8286,3.68526,5.16071,5.81874,-1.90343,11.4426
53,0.0265,4,2,4,0,0,0,0,0,0,-40.5299,38.6924,27.4244,-1.99993,-26.7928,109.468,0,0,0,0,0,0,-7.84485,3.5809,5.17435,5.78896,-1.90022,11.3292
54,0.027,4,2,4,0,0,0,0,0,0,-40.8433,37.9203,27.5375,-2.04138,-26.8279,108.344,0,0,0,0,0,0,-7.88208,3.47741,5.19094,5.78143,-1.88828,11.2435
55,0.0275,4,2,4,0,0,0,0,0,0,-41.1634,37.1738,27.6398,-2.07296,-26.8476,107.265,0,0,0,0,0,0,-7.9202,3.39995,5.21929,5.80274,-1.88094,11.1805
56,0.028,4,2,4,0,0,0,0,0,0,-41.4893,36.4392,27.734,-2.11438,-26.8582,106.217,0,0,0,0,0,0,-7.95211,3.31854,5.22721,5.78728,-1.86356,11.1153
57,0.0285,4,2,4,0,0,0,0,0,0,-41.811,35.6914,27.82,-2.17367,-26.8626,105.161,0,0,0,0,0,0,-7.97063,3.24296,5.22369,5.7525,-1.84438,11.0303
58,0.029,4,2,4,0,0,0,0,0,0,-42.1095,34.9309,27.9,-2.24002,-26.8696,104.069,0,0,0,0,0,0,-7.981,3.17415,5.2402,5.74194,-1.8443,10.9401
59,0.0295,4,2,4,0,0,0,0,0,0,-42.3809,34.1793,27.9852,-2.28997,-26.8914,102.968,0,0,0,0,0,0,-7.98657,3.09389,5.26476,5.73561,-1.85217,10.8318
60,0.03,4,2,4,0,0,0,0,0,0,-42.6501,33.4502,28.0631,-2.33486,-26.9096,101.91,0,0,0,0,0,0,-8.01167,3.00765,5.29164,5.73553,-1.8511,10.7456
61,0.0305,4,2,4,0,0,0,0,0,0,-42.9278,32.7483,28.1605,-2.34705,-26.9363,100.924,0,0,0,0,0,0,-8.04747,2.90271,5.30967,5.7205,-1.83964,10.6559
